Starname,Rp,Mp,P,Rs,Ms,Ms-Err,Detection Method,Source,System Detection Method
55 Cnc,1.8654638204363523,8.078894842598794,0.73653900,0.94,0.91,0.01,Radial Velocity,Exoarchive,Radial Velocity
55 Cnc,,44.812123241795035,262.00000000,0.94,0.91,0.01,Radial Velocity,Exoarchive,Radial Velocity
6 Lyn,,638.8111185532484,934.30000000,5.20,1.44,,Radial Velocity,Exoarchive,Radial Velocity
61 Vir,,5.085063630274615,4.21500000,0.96,0.94,0.03,Radial Velocity,Exoarchive,Radial Velocity
61 Vir,,18.115539182853315,38.02100000,0.96,0.94,0.03,Radial Velocity,Exoarchive,Radial Velocity
61 Vir,,22.882786336235764,123.01000000,0.96,0.94,0.03,Radial Velocity,Exoarchive,Radial Velocity
7 CMa,,587.9604822505023,735.10000000,4.87,1.34,0.11,Radial Velocity,Exoarchive,Radial Velocity
7 CMa,,276.50033489618215,996.00000000,4.87,1.34,0.11,Radial Velocity,Exoarchive,Radial Velocity
70 Vir,,2356.926992632284,116.68800000,1.89,1.09,,Radial Velocity,Exoarchive,Radial Velocity
75 Cet,,953.4494306764901,691.90000000,10.50,2.49,0.02,Radial Velocity,Exoarchive,Radial Velocity
8 UMi,,416.3395847287341,93.40000000,10.30,1.44,0.19,Radial Velocity,Exoarchive,Radial Velocity
81 Cet,,1684.427327528466,952.70000000,11.00,2.40,0.10,Radial Velocity,Exoarchive,Radial Velocity
91 Aqr,,1017.012726054923,181.40000000,11.00,1.40,0.10,Radial Velocity,Exoarchive,Radial Velocity
AB Pic,,4290.522438044206,,,,,Imaging,Exoarchive,Imaging
BD+03 2562,,2034.025452109846,481.90000000,32.35,1.14,0.25,Radial Velocity,Exoarchive,Radial Velocity
BD+14 4559,,330.5291359678499,268.94000000,0.86,0.49,0.33,Radial Velocity,Exoarchive,Radial Velocity
BD+15 2375,,337.20328198258534,153.22000000,8.95,1.08,0.14,Radial Velocity,Exoarchive,Radial Velocity
BD+15 2940,,352.7762893503014,137.48000000,14.70,1.10,0.20,Radial Velocity,Exoarchive,Radial Velocity
BD+20 2457,,17667.417950435363,379.63000000,71.02,10.83,22.96,Radial Velocity,Exoarchive,Radial Velocity
BD+20 2457,,3963.171466845278,621.99000000,71.02,10.83,22.96,Radial Velocity,Exoarchive,Radial Velocity
BD+20 274,,1334.8292029470863,578.20000000,17.30,0.80,0.20,Radial Velocity,Exoarchive,Radial Velocity
BD+20 594,2.5238628158844767,22.24715338245144,41.68550000,1.08,1.67,0.40,Transit,Exoarchive,Transit
BD+48 738,,289.21299397186874,392.60000000,11.00,0.74,0.39,Radial Velocity,Exoarchive,Radial Velocity
BD+48 740,,540.2880107166777,733.00000000,10.33,1.09,0.16,Radial Velocity,Exoarchive,Radial Velocity
BD+49 828,,508.5063630274615,2590.00000000,7.60,1.52,0.22,Radial Velocity,Exoarchive,Radial Velocity
BD-06 1339,,8.581044876088411,3.87280000,,0.70,,Radial Velocity,Exoarchive,Radial Velocity
BD-06 1339,,54.028801071667786,125.94000000,,0.70,,Radial Velocity,Exoarchive,Radial Velocity
BD-08 2823,,12.712659075686537,5.60000000,0.71,0.50,0.26,Radial Velocity,Exoarchive,Radial Velocity
BD-08 2823,,104.87943737441392,237.60000000,0.71,0.50,0.26,Radial Velocity,Exoarchive,Radial Velocity
BD-10 3166,,187.51172136637638,3.48777000,0.91,1.47,0.24,Radial Velocity,Exoarchive,Radial Velocity
BD-11 4672,,168.4427327528466,1667.00000000,0.52,0.57,0.01,Radial Velocity,Exoarchive,Radial Velocity
BD-13 2130,,3108.245144005358,714.29999000,19.17,2.12,1.47,Radial Velocity,Exoarchive,Radial Velocity
BD-17 63,,1620.8640321500332,655.60000000,0.69,0.74,0.03,Radial Velocity,Exoarchive,Radial Velocity
CFBDSIR J145829+101343,,3337.073007367716,10037.50000000,,0.02,0.01,Imaging,Exoarchive,Imaging
CHXR 73,,3994.6352980576016,,,0.35,,Imaging,Exoarchive,Imaging
CI Tau,,3686.671131949095,8.98910000,,0.90,0.02,Radial Velocity,Exoarchive,Radial Velocity
CT Cha,24.141296499764557,5402.880107166778,,,,,Imaging,Exoarchive,Imaging
CoRoT-1,16.350241720295088,327.3509711989283,1.50895570,1.11,0.95,0.15,Transit,Exoarchive,Transit
CoRoT-10,10.644117093078009,873.9953114534494,13.24060000,0.79,0.89,0.05,Transit,Exoarchive,Transit
CoRoT-11,15.691842724846962,740.5123911587408,2.99433000,1.37,1.27,0.05,Transit,Exoarchive,Transit
CoRoT-12,15.801575890754984,291.43770931011386,2.82804200,1.12,1.08,0.08,Transit,Exoarchive,Transit
CoRoT-13,9.711385182859834,415.70395177494976,4.03519000,1.01,1.09,0.02,Transit,Exoarchive,Transit
CoRoT-14,11.960915083974259,2415.4052243804417,1.51214000,1.21,1.13,0.09,Transit,Exoarchive,Transit
CoRoT-16,12.838780411238425,170.03181513730743,5.35227000,1.19,1.10,0.08,Transit,Exoarchive,Transit
CoRoT-17,11.192782922618113,772.2940388479572,3.76810000,1.59,1.04,0.10,Transit,Exoarchive,Transit
CoRoT-18,14.375044733950714,1102.823174815807,1.90006930,1.00,0.95,0.15,Transit,Exoarchive,Transit
CoRoT-19,14.155578402134672,352.7762893503014,3.89713000,1.65,1.21,0.05,Transit,Exoarchive,Transit
CoRoT-2,16.08688212211584,1102.823174815807,1.74299350,0.91,0.96,0.08,Transit,Exoarchive,Transit
CoRoT-20,,1366.6108506363025,9.24285000,,1.14,0.08,Transit,Exoarchive,Mixed
CoRoT-20,,5402.880107166778,1675.00000000,,1.14,0.08,Radial Velocity,Exoarchive,Mixed
CoRoT-21,14.265311568042694,718.2652377762892,2.72474000,1.95,1.29,0.09,Transit,Exoarchive,Transit
CoRoT-22,4.773392716998901,12.07702612190221,9.75598000,1.14,1.10,0.05,Transit,Exoarchive,Transit
CoRoT-23,11.521982420342175,889.8861352980574,3.63130000,1.61,1.14,0.08,Transit,Exoarchive,Transit
CoRoT-24,3.6211944749646836,5.720696584058941,5.11340000,0.86,0.91,0.09,Transit,Exoarchive,Transit
CoRoT-24,4.8282592999529115,27.96784996651038,11.75900000,0.86,0.91,0.09,Transit,Exoarchive,Transit
CoRoT-25,11.851181918066237,85.81044876088413,4.86069000,1.19,1.09,0.11,Transit,Exoarchive,Transit
CoRoT-26,13.82637890441061,165.26456798392496,4.20474000,1.79,1.09,0.06,Transit,Exoarchive,Transit
CoRoT-27,11.050129806937687,3302.113194909578,3.57532000,1.08,1.05,0.11,Transit,Exoarchive,Transit
CoRoT-28,10.479517344215978,153.8231748158071,5.20851000,1.78,1.01,0.14,Transit,Exoarchive,Transit
CoRoT-29,9.875984931721865,270.14400535833886,2.85057000,0.90,0.97,0.14,Transit,Exoarchive,Transit
CoRoT-3,11.083049756710093,6883.90488948426,4.25680000,1.56,1.37,0.09,Transit,Exoarchive,Transit
CoRoT-30,11.072076440119291,921.6677829872738,9.06005000,0.91,0.98,0.03,Transit,Exoarchive,Transit
CoRoT-31,16.021042222571026,266.9658405894172,4.62941000,2.15,1.25,0.22,Transit,Exoarchive,Transit
CoRoT-4,13.058246743054466,228.82786336235765,9.20205000,1.17,1.16,0.03,Transit,Exoarchive,Transit
CoRoT-5,15.230963428033276,148.4202947086403,4.03789620,1.19,1.00,0.02,Transit,Exoarchive,Transit
CoRoT-6,12.794887144875215,940.7367716008035,8.88659300,1.02,1.05,0.05,Transit,Exoarchive,Transit
CoRoT-7,1.6459974886203108,3.178164768921634,0.85359163,0.83,0.82,0.17,Transit,Exoarchive,Mixed
CoRoT-7,,8.399889484259878,3.69800000,0.83,0.82,0.17,Radial Velocity,Exoarchive,Mixed
CoRoT-8,6.254790456757181,69.91962491627595,6.21229000,0.77,0.88,0.04,Transit,Exoarchive,Transit
CoRoT-9,11.697555485795009,266.9658405894172,95.27265600,0.96,0.96,0.04,Transit,Exoarchive,Transit
CoRoTID 223977153,6.254790456757181,47.672471533824506,6.71837000,0.79,1.08,0.08,Transit,Exoarchive,Transit
DE CVn,,3823.109745478901,4098.10000000,,0.51,,Eclipse Timing Variations,Exoarchive,Eclipse Timing Variations
DENIS-P J082303.1-491201,,9057.769591426657,246.36000000,,0.07,0.01,Astrometry,Exoarchive,Astrometry
DH Tau,,3495.9812458137976,,0.27,0.33,,Imaging,Exoarchive,Imaging
DMPP-1,,24.268466175485596,18.57000000,1.26,1.21,0.03,Radial Velocity,Exoarchive,Radial Velocity
DMPP-1,,9.598057602143335,6.58400000,1.26,1.21,0.03,Radial Velocity,Exoarchive,Radial Velocity
DMPP-1,,3.3497856664434025,2.88200000,1.26,1.21,0.03,Radial Velocity,Exoarchive,Radial Velocity
DMPP-1,,4.128436034829203,5.51600000,1.26,1.21,0.03,Radial Velocity,Exoarchive,Radial Velocity
DMPP-2,,138.8858004018754,5.20720000,1.78,1.44,0.03,Radial Velocity,Exoarchive,Radial Velocity
DMPP-3 A,,2.580669792364367,6.67320000,0.91,0.87,0.05,Radial Velocity,Exoarchive,Radial Velocity
DP Leo,,1922.7896851975886,10220.00000000,0.01,,,Eclipse Timing Variations,Exoarchive,Eclipse Timing Variations
DS Tuc A,5.585418144718255,,8.13826800,0.96,1.01,0.06,Transit,Exoarchive,Transit
EPIC 201238110,1.832543870663946,,28.16560000,,0.41,0.11,Transit,Exoarchive,Transit
EPIC 201497682,0.6803456286297285,,2.13174000,,0.78,0.09,Transit,Exoarchive,Transit
K2-166,1.1960915083974257,,3.80464000,,1.07,0.03,Transit,Exoarchive,Transit
K2-16,1.0095451263537907,,2.71578000,,0.67,0.03,Transit,Exoarchive,Transit
K2-50,0.9766251765813844,,3.96151000,,0.61,0.06,Transit,Exoarchive,Transit
EPIC 201841433,1.075385025898603,,4.16959000,,0.80,0.08,Transit,Exoarchive,Transit
K2-168,1.2838780411238426,,8.05072200,0.83,0.88,0.06,Transit,Exoarchive,Transit
EPIC 206024342,1.6679441218019149,,4.50756000,,0.93,0.08,Transit,Exoarchive,Transit
EPIC 206032309,0.9875984931721865,,2.87814000,,0.22,0.04,Transit,Exoarchive,Transit
EPIC 206042996,1.5911309056663003,,5.29711000,,0.56,0.05,Transit,Exoarchive,Transit
EPIC 206215704,0.8778653272641658,,2.25372000,,0.41,0.10,Transit,Exoarchive,Transit
EPIC 206317286,0.9437052268089781,,1.58252000,,0.71,0.09,Transit,Exoarchive,Transit
EPIC 211822797,1.9422770365719668,,21.16986100,0.57,0.66,0.07,Transit,Exoarchive,Transit
EPIC 211945201,5.640284727672265,,19.49221000,1.39,1.17,0.04,Transit,Exoarchive,Transit
EPIC 212297394,1.2948513577146445,,2.28943000,,0.83,0.09,Transit,Exoarchive,Transit
EPIC 212424622,2.128823418615602,,18.09830000,,1.11,0.14,Transit,Exoarchive,Transit
EPIC 212499991,1.5691842724846963,,34.88500000,,0.91,0.04,Transit,Exoarchive,Transit
EPIC 212587672,1.0973316590802071,,15.28410000,,0.95,0.04,Transit,Exoarchive,Transit
EPIC 212737443,2.5348361324752786,,13.60300000,0.67,0.69,0.04,Transit,Exoarchive,Transit
EPIC 212737443,2.633595981792497,,65.55000000,0.67,0.69,0.04,Transit,Exoarchive,Transit
K2-282,1.4484777899858734,,0.70531000,,0.94,0.04,Transit,Exoarchive,Transit
EPIC 220674823,1.7776772877099356,,0.57133100,0.98,0.97,0.04,Transit,Exoarchive,Transit
EPIC 220674823,2.6774892481557053,,13.33907900,0.98,0.97,0.04,Transit,Exoarchive,Transit
EPIC 246851721,11.532955736932978,953.4494306764901,6.18023500,1.59,1.32,0.04,Transit,Exoarchive,Transit
EPIC 248847494,12.1803814157903,4131.614199598124,3650.00000000,2.70,0.90,0.09,Transit,Exoarchive,Transit
EPIC 249893012,1.9093570867995604,8.749487608841259,3.59510000,1.71,1.05,0.05,Transit,Exoarchive,Transit
EPIC 249893012,3.5882745251922774,14.670408573342263,15.62400000,1.71,1.05,0.05,Transit,Exoarchive,Transit
EPIC 249893012,3.8626074399623294,10.179661754855994,35.74700000,1.71,1.05,0.05,Transit,Exoarchive,Transit
FU Tau,,5085.063630274614,,,0.05,,Imaging,Exoarchive,Imaging
Fomalhaut,,,555530.00000000,,1.92,,Imaging,Exoarchive,Imaging
G 9-40,1.986170302935175,,5.74600700,0.31,0.29,0.02,Transit,Exoarchive,Transit
GJ 1061,,1.3697890154052241,3.20400000,0.16,0.12,0.01,Radial Velocity,Exoarchive,Radial Velocity
GJ 1061,,1.7384561286001337,6.68900000,0.16,0.12,0.01,Radial Velocity,Exoarchive,Radial Velocity
GJ 1061,,1.639933020763563,13.03100000,0.16,0.12,0.01,Radial Velocity,Exoarchive,Radial Velocity
GJ 1132,,1.659002009377093,1.62893100,0.21,0.18,0.02,Transit,Exoarchive,Mixed
GJ 1132,,2.641054922973878,8.92900000,0.21,0.18,0.02,Radial Velocity,Exoarchive,Mixed
GJ 1148,,96.69566309444072,41.38000000,0.40,0.35,,Radial Velocity,Exoarchive,Radial Velocity
GJ 1148,,68.05722036168787,532.58000000,0.40,0.35,,Radial Velocity,Exoarchive,Radial Velocity
GJ 1214,2.7872224140637263,6.260984594775619,1.58040456,0.22,0.15,0.01,Transit,Exoarchive,Transit
GJ 1252,1.1631715586250195,2.091232417950435,0.51823490,0.39,0.38,0.02,Transit,Exoarchive,Transit
GJ 1265,,7.3987675820495635,3.65110000,0.19,0.18,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 143,2.556782765656883,22.69845277963831,35.61253000,0.69,0.73,0.07,Transit,Exoarchive,Transit
GJ 15 A,,3.028791024782317,11.44070000,0.38,0.38,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 15 A,,35.99907233757535,7600.00000000,0.38,0.38,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 160.2,,10.198730743469524,5.23540000,,0.69,,Radial Velocity,Exoarchive,Radial Velocity
GJ 163,,10.599179504353648,8.63182000,,0.40,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 163,,6.801272605492296,25.63058000,,0.40,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 163,,29.39802411252511,603.95116000,,0.40,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 179,,260.609511051574,2288.00000000,0.38,0.36,0.03,Radial Velocity,Exoarchive,Radial Velocity
GJ 180,,6.489812458137977,17.13300000,,0.43,,Radial Velocity,Exoarchive,Radial Velocity
GJ 180,,6.400823844608172,24.32900000,,0.43,,Radial Velocity,Exoarchive,Radial Velocity
GJ 180,,7.5608539852645675,106.30000000,,0.43,,Radial Velocity,Exoarchive,Radial Velocity
GJ 229,,7.268462826523778,121.99500000,,0.58,,Radial Velocity,Exoarchive,Radial Velocity
GJ 229,,8.476165438713998,526.11500000,,0.58,,Radial Velocity,Exoarchive,Radial Velocity
GJ 27.1,,12.998693904889482,15.81900000,,0.53,,Radial Velocity,Exoarchive,Radial Velocity
GJ 273,,2.8889517749497657,18.64980000,0.29,0.29,,Radial Velocity,Exoarchive,Radial Velocity
GJ 273,,1.1790991292699262,4.72340000,0.29,0.29,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3021,,1071.0415271265906,133.71000000,0.90,0.90,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3082,,8.199665103817816,11.94900000,,0.47,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3138,,1.7797722705961152,1.22003000,0.50,0.68,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3138,,4.1792866711319485,5.97400000,0.50,0.68,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3138,,10.50065639651708,257.80000000,0.50,0.68,,Radial Velocity,Exoarchive,Radial Velocity
GJ 317,,794.5411922304086,692.00000000,,0.42,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 317,,489.43737441393165,5312.00000000,,0.42,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 328,,730.9778968519757,4100.00000000,,0.69,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 3293,,23.53748827863362,30.59870000,0.40,0.42,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3293,,21.090301406563963,122.61960000,0.40,0.42,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3293,,7.598991962491628,48.13450000,0.40,0.42,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3293,,3.279866041527126,13.25430000,0.40,0.42,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3323,,2.0213127930341592,5.36360000,0.12,0.16,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3323,,2.310525787006028,40.54000000,0.12,0.16,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3341,,6.610582719356999,14.20700000,0.44,0.47,,Radial Velocity,Exoarchive,Radial Velocity
GJ 3470,4.477113169047246,13.898114534494304,3.33664960,0.55,0.54,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 3512,,147.14902880107167,203.59000000,0.14,0.12,0.01,Radial Velocity,Exoarchive,Radial Velocity
GJ 357,1.1960915083974257,1.840157401205626,3.93072000,0.34,0.34,0.01,Transit,Exoarchive,Mixed
GJ 357,,3.400636302746148,9.12470000,0.34,0.34,0.01,Radial Velocity,Exoarchive,Mixed
GJ 357,,6.0988981915606155,55.66100000,0.34,0.34,0.01,Radial Velocity,Exoarchive,Mixed
GJ 3634,,8.26322839919625,2.64561000,0.43,0.45,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 3779,,7.999440723375754,3.02320000,0.28,0.27,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 3942,,7.1381580709979895,6.90500000,0.61,0.63,0.07,Radial Velocity,Exoarchive,Radial Velocity
GJ 3998,,2.4694340254521094,2.64977000,0.49,0.50,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 3998,,6.260984594775619,13.74000000,0.49,0.50,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 411,,2.9906530475552575,12.95320000,0.39,0.39,0.04,Radial Velocity,Exoarchive,Radial Velocity
GJ 422,,11.069547890154052,20.12900000,,0.35,,Radial Velocity,Exoarchive,Radial Velocity
GJ 4276,,16.56777294038848,13.35200000,0.41,0.41,0.03,Radial Velocity,Exoarchive,Radial Velocity
GJ 433,,6.041691225720026,7.37050000,,0.48,,Radial Velocity,Exoarchive,Radial Velocity
GJ 433,,32.42045880776959,5094.10500000,,0.48,,Radial Velocity,Exoarchive,Radial Velocity
GJ 433,,5.221724715338245,36.05900000,,0.48,,Radial Velocity,Exoarchive,Radial Velocity
GJ 436,4.08207377177837,22.24715338245144,2.64388312,0.46,0.47,0.07,Radial Velocity,Exoarchive,Radial Velocity
GJ 504,,1271.2659075686536,,,1.22,0.08,Imaging,Exoarchive,Imaging
GJ 536,,5.358385800401875,8.70760000,0.50,0.52,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 581,,15.795478901540523,5.36860000,0.29,0.31,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 581,,5.498225050234426,12.91400000,0.29,0.31,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 581,,1.684427327528466,3.14900000,0.29,0.31,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 625,,2.819032150033489,14.62800000,0.31,0.30,0.07,Radial Velocity,Exoarchive,Radial Velocity
GJ 649,,104.2438044206296,598.30000000,,0.54,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 667 C,,5.720696584058941,7.20040000,,0.33,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 667 C,,3.8137977227059614,28.14000000,,0.33,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 667 C,,2.5425318151373073,62.24000000,,0.33,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 667 C,,2.5425318151373073,39.02600000,,0.33,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 667 C,,4.449430676490288,256.20000000,,0.33,0.02,Radial Velocity,Exoarchive,Radial Velocity
GJ 674,,11.12357669122572,4.69380000,,0.35,,Radial Velocity,Exoarchive,Radial Velocity
GJ 676 A,,1576.3697253851306,1056.80005000,0.69,0.73,0.21,Radial Velocity,Exoarchive,Radial Velocity
GJ 676 A,,2161.152042866711,7337.00000000,0.69,0.73,0.21,Radial Velocity,Exoarchive,Radial Velocity
GJ 676 A,,4.449430676490288,3.60050000,0.69,0.73,0.21,Radial Velocity,Exoarchive,Radial Velocity
GJ 676 A,,7.9454119223040856,35.39000000,0.69,0.73,0.21,Radial Velocity,Exoarchive,Radial Velocity
GJ 682,,4.398580040187541,17.47800000,,0.27,,Radial Velocity,Exoarchive,Radial Velocity
GJ 682,,8.69863697253851,57.32000000,,0.27,,Radial Velocity,Exoarchive,Radial Velocity
GJ 685,,9.000562625586069,24.16000000,0.54,0.55,0.06,Radial Velocity,Exoarchive,Radial Velocity
GJ 687,,19.068988613529804,38.14000000,0.43,0.45,0.07,Radial Velocity,Exoarchive,Radial Velocity
GJ 832,,216.11520428667114,3657.00000000,,0.45,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 832,,5.402880107166778,35.68000000,,0.45,0.05,Radial Velocity,Exoarchive,Radial Velocity
GJ 849,,317.8164768921634,1882.00000000,0.53,0.65,0.24,Radial Velocity,Exoarchive,Radial Velocity
GJ 86,,1404.748827863362,15.76491000,0.77,0.93,0.06,Radial Velocity,Exoarchive,Radial Velocity
GJ 876,,723.2231748158069,61.11660000,0.30,0.32,0.03,Radial Velocity,Exoarchive,Radial Velocity
GJ 876,,226.98452779638308,30.08810000,0.30,0.32,0.03,Radial Velocity,Exoarchive,Radial Velocity
GJ 876,,6.674146014735432,1.93778000,0.30,0.32,0.03,Radial Velocity,Exoarchive,Radial Velocity
GJ 876,,14.619557937039517,124.26000000,0.30,0.32,0.03,Radial Velocity,Exoarchive,Radial Velocity
GJ 96,,19.660127260549228,73.94000000,,0.60,0.07,Radial Velocity,Exoarchive,Radial Velocity
GJ 9827,1.5472376393030918,4.9102645679839245,1.20898190,0.60,0.61,0.02,Transit,Exoarchive,Transit
GJ 9827,1.21803814157903,0.8390354989953113,3.64809570,0.60,0.61,0.02,Transit,Exoarchive,Transit
GJ 9827,1.975196986344373,4.039447421299397,6.20146980,0.60,0.61,0.02,Transit,Exoarchive,Transit
GQ Lup,32.91994977240621,6356.329537843269,,,0.70,,Imaging,Exoarchive,Imaging
GSC 06214-00210,,5085.063630274614,,,0.90,0.10,Imaging,Exoarchive,Imaging
GU Psc,13.881245487364621,3591.3261888814463,,,0.33,0.03,Imaging,Exoarchive,Imaging
Gl 378,,13.020941058271935,3.82200000,0.56,0.56,0.01,Radial Velocity,Exoarchive,Radial Velocity
Gl 49,,5.6285298057602136,13.85080000,0.51,0.52,0.02,Radial Velocity,Exoarchive,Radial Velocity
Gl 686,,6.639186202277293,15.53140000,0.42,0.42,0.05,Radial Velocity,Exoarchive,Radial Velocity
HAT-P-1,14.473804583267933,166.8536503683858,4.46529976,1.17,1.15,0.05,Transit,Exoarchive,Transit
HAT-P-11,4.268620153822006,23.39764902880107,4.88780244,0.68,0.81,0.02,Transit,Exoarchive,Mixed
HAT-P-11,,506.9776657736102,3407.00000000,0.68,0.81,0.02,Radial Velocity,Exoarchive,Mixed
HAT-P-12,10.523410610579187,67.05927662424648,3.21305980,0.70,0.73,0.02,Transit,Exoarchive,Transit
HAT-P-13,13.958058703500235,270.46182183523104,2.91625000,1.56,1.22,0.05,Transit,Exoarchive,Mixed
HAT-P-13,,4538.419290020093,446.27000000,1.56,1.22,0.05,Radial Velocity,Exoarchive,Mixed
HAT-P-14,15.582109558938942,1093.288680509042,4.62767000,1.82,2.65,0.73,Transit,Exoarchive,Transit
HAT-P-15,11.631715586250197,616.563965170797,10.86350000,1.07,1.00,0.23,Transit,Exoarchive,Transit
HAT-P-16,14.144605085543871,1332.604487608841,2.77596000,1.24,1.22,0.04,Transit,Exoarchive,Transit
HAT-P-17,11.521982420342175,184.33355659745476,10.33852000,0.87,0.99,0.15,Transit,Exoarchive,Mixed
HAT-P-17,,1080.5760214333554,5584.00000000,0.87,0.99,0.15,Radial Velocity,Exoarchive,Mixed
HAT-P-18,10.918450007848062,62.60984594775619,5.50802300,0.75,0.77,0.03,Transit,Exoarchive,Transit
HAT-P-19,12.421794380787945,92.8024112525117,4.00877800,0.82,0.84,0.04,Transit,Exoarchive,Transit
HAT-P-2,,2739.578030810448,5.63351580,1.39,1.33,0.03,Transit,Exoarchive,Transit
HAT-P-20,9.513865484225397,2302.8981915606164,2.87531700,0.69,0.76,0.03,Transit,Exoarchive,Transit
HAT-P-21,12.1803814157903,1547.7662424648358,4.12448000,1.21,1.24,0.60,Transit,Exoarchive,Transit
HAT-P-22,12.619314079422383,785.0066979236436,3.21222000,1.11,1.13,0.22,Transit,Exoarchive,Transit
HAT-P-23,11.960915083974259,425.874079035499,1.21288000,0.96,0.58,0.38,Transit,Exoarchive,Transit
HAT-P-24,14.265311568042694,238.36235766912253,3.35524000,1.38,1.37,0.69,Transit,Exoarchive,Transit
HAT-P-25,12.454714330560352,180.83757535164096,3.65281514,0.92,1.01,0.05,Transit,Exoarchive,Transit
HAT-P-26,6.913189452205305,22.24715338245144,4.23452000,0.87,1.12,0.36,Transit,Exoarchive,Transit
HAT-P-27,11.192782922618113,197.04621567314132,3.03957700,0.90,0.94,0.04,Transit,Exoarchive,Transit
HAT-P-28,13.299659708052111,198.9531145344943,3.25721500,1.10,1.02,0.05,Transit,Exoarchive,Transit
HAT-P-29,12.838780411238425,279.6784996651038,5.72319000,1.30,1.45,0.60,Transit,Exoarchive,Transit
HAT-P-3,10.314917595353947,206.58070997990623,2.89970000,0.87,1.06,0.28,Transit,Exoarchive,Transit
HAT-P-30,15.801575890754984,263.7876758204956,2.81060000,1.31,1.55,0.51,Transit,Exoarchive,Transit
HAT-P-31,11.960915083974259,721.4434025452109,5.00542000,1.39,1.31,0.73,Transit,Exoarchive,Transit
HAT-P-32,21.7271668497881,216.11520428667114,2.15000820,1.37,1.13,0.05,Transit,Exoarchive,Transit
HAT-P-33,20.300635692983832,292.3911587407904,3.47447000,1.79,1.82,1.45,Transit,Exoarchive,Transit
HAT-P-34,13.13505995919008,1058.328868050904,5.45265400,1.53,1.39,0.05,Transit,Exoarchive,Transit
HAT-P-35,14.61645769894836,335.61419959812457,3.64670600,1.44,1.24,0.05,Transit,Exoarchive,Transit
HAT-P-36,14.012925286454246,587.3884125920964,1.32734683,1.04,1.03,0.03,Transit,Exoarchive,Transit
HAT-P-37,12.92656694396484,371.52746148693905,2.79743600,0.88,0.93,0.04,Transit,Exoarchive,Transit
HAT-P-38,9.05298618741171,84.85699933020763,4.64038200,0.92,0.89,0.04,Transit,Exoarchive,Transit
HAT-P-39,17.239080364150055,190.37206965840588,3.54387000,1.62,1.40,0.05,Transit,Exoarchive,Transit
HAT-P-4,13.98000533668184,213.25485599464167,3.05653600,,,,Transit,Exoarchive,Transit
HAT-P-40,16.67944121801915,152.55190890823843,4.45724000,1.94,1.03,0.40,Transit,Exoarchive,Transit
HAT-P-41,22.495299011144247,378.2016075016744,2.69405000,2.05,2.56,1.90,Transit,Exoarchive,Transit
HAT-P-42,14.045845236226652,331.8004018754186,4.64187800,1.53,1.18,0.07,Transit,Exoarchive,Transit
HAT-P-43,14.056818552817454,210.39450770261217,3.33268700,1.10,1.05,0.03,Transit,Exoarchive,Transit
HAT-P-44,13.628859205776173,111.87139986604151,4.30121900,0.95,0.94,0.04,Transit,Exoarchive,Mixed
HAT-P-44,,1271.2659075686536,872.20000000,0.95,0.94,0.04,Radial Velocity,Exoarchive,Mixed
HAT-P-45,15.647949458483755,283.49229738780974,3.12899200,1.32,1.26,0.06,Transit,Exoarchive,Transit
HAT-P-46,14.08973850258986,156.68352310783655,4.46312900,1.40,1.28,0.10,Transit,Exoarchive,Transit
