pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-941 b,Kepler-941,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,17.42395198,0.00008300,-0.00008300,0,2.90,0.51,-0.610,0,0.259,0.045,-0.054,0,,,,,,,,,,,,,,0,0.03294,0.00063,-0.00582,0,,,,,Berger et al. 2020,,5573.8,-109.2,-104.04,0,0.856,-0.033,-0.08,0,0.793,-0.04,-0.07,0,-0.415,-0.13,-0.221,0,[Fe/H],,,,,4.46,-0.0,-0.09,0,4.070,5.000,-2.440,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m18.30s,294.3262617,+47d13m03.17s,47.2175461,1088.3600000,38.3450000,-38.3450000,0.8909340,0.0320948,-0.0320948,15.8030000,0.0690000,-0.0690000,13.8640000,0.0480000,-0.0480000,15.5723000,0.0005070,-0.0005070,2016-05-06 09:17:01,2016-05,2016-05-10
Kepler-942 b,Kepler-942,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,44.96417488,0.00006962,-0.00006962,0,2.06,0.06,-0.080,0,0.184,0.005,-0.007,0,,,,,,,,,,,,,,0,0.02609,0.00269,-0.00087,0,,,,,Berger et al. 2020,,4675.8,-70.7,-66.28,0,0.751,-0.011,-0.01,0,0.758,-0.02,-0.03,0,0.145,-0.11,-0.100,0,[Fe/H],,,,,4.56,-0.0,-0.01,0,4.170,2.640,-2.150,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m49.22s,294.9550809,+44d08m59.83s,44.1499518,216.3540000,0.6510000,-0.6510000,4.5931200,0.0138043,-0.0138043,13.2500000,0.0800000,-0.0800000,10.8420000,0.0160000,-0.0160000,13.0663000,0.0003000,-0.0003000,2016-05-06 09:17:01,2016-05,2016-05-10
Kepler-943 b,Kepler-943,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,49.77014380,0.00011720,-0.00011720,0,10.94,0.98,-0.530,0,0.976,0.087,-0.047,0,,,,,,,,,,,,,,0,0.05975,0.00326,-0.00231,0,,,,,Berger et al. 2020,,5314.2,-116.1,-101.28,0,1.747,-0.129,-0.07,0,0.98,-0.07,-0.06,0,0.01,-0.18,-0.196,0,[Fe/H],,,,,3.93,-0.0,-0.11,0,4.270,5.050,-3.000,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m05.74s,284.2739322,+41d32m05.93s,41.5349809,2300.5300000,159.3900000,-159.3900000,0.4043640,0.0295042,-0.0295042,15.7600000,0.3320000,-0.3320000,13.9700000,0.0530000,-0.0530000,15.6387000,0.0004630,-0.0004630,2016-05-06 09:17:02,2016-05,2016-05-10
Kepler-944 b,Kepler-944,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,43.31677370,0.00023510,-0.00023510,0,3.35,0.18,-0.210,0,0.299,0.016,-0.019,0,,,,,,,,,,,,,,0,0.02869,0.00129,-0.00053,0,,,,,Berger et al. 2020,,5322.9,-78.8,-133.24,0,1.072,-0.051,-0.06,0,0.879,-0.03,-0.06,0,0.135,-0.12,-0.183,0,[Fe/H],,,,,4.31,-0.0,-0.09,0,4.470,6.050,-2.850,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m24.31s,293.6012911,+42d22m47.25s,42.3797910,1349.4300000,56.1250000,-56.1250000,0.7133520,0.0305417,-0.0305417,15.6360000,0.1600000,-0.1600000,13.8510000,0.0480000,-0.0480000,15.7109000,0.0005370,-0.0005370,2016-05-06 09:17:03,2016-05,2016-05-10
Kepler-945 b,Kepler-945,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.00338140,0.00020810,-0.00020810,0,2.63,0.17,-0.250,0,0.235,0.015,-0.022,0,,,,,,,,,,,,,,0,0.02479,0.00105,-0.00079,0,,,,,Berger et al. 2020,,5718.3,-104.7,-104.43,0,1.036,-0.061,-0.09,0,0.968,-0.07,-0.06,0,-0.001,-0.15,-0.192,0,[Fe/H],,,,,4.38,-0.0,-0.14,0,4.470,4.080,-2.700,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m04.74s,291.2697354,+42d05m45.71s,42.0960305,1651.2500000,97.4900000,-97.4900000,0.5776110,0.0348593,-0.0348593,15.5990000,0.3200000,-0.3200000,14.2930000,0.0610000,-0.0610000,15.8596000,0.0005370,-0.0005370,2016-05-06 09:17:03,2016-05,2016-05-10
Kepler-946 b,Kepler-946,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.79162572,0.00005506,-0.00005506,0,2.26,0.10,-0.200,0,0.202,0.009,-0.018,0,,,,,,,,,,,,,,0,0.01897,0.00073,-0.00085,0,,,,,Berger et al. 2020,,5977.4,-116.2,-144.77,0,1.125,-0.036,-0.09,0,1.055,-0.07,-0.07,0,-0.02,-0.15,-0.199,0,[Fe/H],,,,,4.35,-0.0,-0.12,0,4.170,4.640,-2.470,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m43.09s,300.9295551,+44d01m43.22s,44.0286710,1137.2900000,29.1000000,-29.1000000,0.8510550,0.0223094,-0.0223094,15.0110000,0.2170000,-0.2170000,13.2950000,0.0330000,-0.0330000,14.9234000,0.0003250,-0.0003250,2016-05-06 09:17:04,2016-05,2016-05-10
Kepler-947 b,Kepler-947,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.96443170,0.00015700,-0.00015700,0,3.17,0.22,-0.230,0,0.283,0.02,-0.021,0,,,,,,,,,,,,,,0,0.02430,0.00044,-0.00146,0,,,,,Berger et al. 2020,,5476.0,-118.1,-129.72,0,1.306,-0.083,-0.07,0,0.922,-0.06,-0.06,0,0.034,-0.13,-0.197,0,[Fe/H],,,,,4.16,-0.0,-0.09,0,4.270,5.620,-2.630,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m28.02s,294.3667312,+42d15m09.51s,42.2526408,1730.7800000,94.2400000,-94.2400000,0.5501840,0.0306474,-0.0306474,16.0640000,0.0580000,-0.0580000,13.9720000,0.0540000,-0.0540000,15.7517000,0.0004730,-0.0004730,2016-05-06 09:17:05,2016-05,2016-05-10
Kepler-948 b,Kepler-948,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.76846622,0.00004201,-0.00004201,0,1.850,0.320,-0.410,0,0.165,0.029,-0.037,0,,,,,,,,,,,,,,0,0.01782,0.00010,-0.00369,0,,,,,Berger et al. 2020,,5580.7,-91.3,-134.32,0,0.934,-0.023,-0.08,0,0.975,-0.05,-0.06,0,0.102,-0.12,-0.177,0,[Fe/H],,,,,4.48,-0.0,-0.13,0,4.170,4.070,-2.500,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m12.07s,293.3002774,+41d31m23.97s,41.5233244,868.0170000,15.0325000,-15.0325000,1.1235300,0.0197954,-0.0197954,14.8110000,0.1830000,-0.1830000,13.1860000,0.0360000,-0.0360000,14.7858000,0.0003060,-0.0003060,2016-05-06 09:17:05,2016-05,2016-05-10
Kepler-949 b,Kepler-949,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.68930730,0.00000963,-0.00000963,0,2.910,0.360,-0.230,0,0.260,0.032,-0.021,0,,,,,,,,,,,,,,0,0.03096,0.00064,-0.00051,0,,,,,Berger et al. 2020,,5111.6,-91.0,-208.02,0,0.755,-0.015,-0.07,0,0.792,-0.04,-0.05,0,-0.146,-0.11,-0.161,0,[Fe/H],,,,,4.57,-0.0,-0.10,0,4.570,5.830,-2.870,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m25.90s,298.6079128,+46d27m13.18s,46.4536600,486.1050000,5.3870000,-5.3870000,2.0285900,0.0226229,-0.0226229,14.7180000,0.1720000,-0.1720000,12.5190000,0.0240000,-0.0240000,14.5084000,0.0004140,-0.0004140,2016-05-06 09:17:06,2016-05,2016-05-10
Kepler-95 b,Kepler-95,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,11.52310000,,,0,3.09,0.07,-0.090,0,0.276,0.006,-0.008,0,13.00000,2.90000,-2.90000,0,0.04100,0.00900,-0.00900,0,Mass,,,,,0,0.02217,,,0,3.360,0.600,-0.600,0,Berger et al. 2020,,5813.4,-103.4,-74.00,0,1.394,-0.031,-0.04,0,1.161,-0.07,-0.08,0,0.267,-0.12,-0.100,0,[Fe/H],,,,,4.21,-0.0,-0.04,0,5.630,,,0,0.5400,0.0200,-0.0200,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m55.78s,284.4824281,+44d23m52.41s,44.3978910,445.6560000,5.7115000,-5.7115000,2.2154200,0.0285366,-0.0285366,12.3820000,0.0460000,-0.0460000,10.8010000,0.0170000,-0.0170000,12.3044000,0.0001790,-0.0001790,2014-05-14,2014-02,2014-05-14
Kepler-950 b,Kepler-950,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,98.71804060,0.00017480,-0.00017480,0,12.63,1.11,-0.830,0,1.127,0.099,-0.074,0,,,,,,,,,,,,,,0,0.08054,0.00360,-0.00106,0,,,,,Berger et al. 2020,,5850.5,-110.1,-163.53,0,1.419,-0.119,-0.09,0,1.078,-0.08,-0.06,0,0.029,-0.16,-0.170,0,[Fe/H],,,,,4.15,-0.0,-0.13,0,3.800,2.600,-2.100,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m49.58s,287.9565768,+41d07m49.02s,41.1302834,2161.6000000,184.3400000,-184.3400000,0.4322790,0.0386493,-0.0386493,16.0000000,0.4120000,-0.4120000,14.1390000,0.0620000,-0.0620000,15.6813000,0.0004930,-0.0004930,2016-05-06 09:17:07,2016-05,2016-05-10
Kepler-951 b,Kepler-951,1,2,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,71.52530845,0.00008419,-0.00008419,0,5.590,0.240,-0.260,0,0.499,0.021,-0.023,0,,,,,,,,,,,,,,0,0.06975,0.00097,-0.00044,0,,,,,Berger et al. 2020,,4718.4,-89.8,-91.65,0,0.697,-0.013,-0.03,0,0.701,-0.02,-0.04,0,-0.137,-0.1,-0.163,0,[Fe/H],,,,,4.59,-0.0,-0.04,0,4.270,6.060,-2.440,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m57.02s,287.7375794,+38d06m52.74s,38.1146488,382.5090000,3.4365000,-3.4365000,2.5856500,0.0233087,-0.0233087,14.8410000,0.1260000,-0.1260000,12.2510000,0.0230000,-0.0230000,14.4908000,0.0005950,-0.0005950,2016-05-06 09:17:08,2016-05,2016-05-10
Kepler-952 b,Kepler-952,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,130.35469190,0.00020690,-0.00020690,0,8.30,0.48,-0.750,0,0.74,0.043,-0.067,0,,,,,,,,,,,,,,0,0.07138,0.00014,-0.00375,0,,,,,Berger et al. 2020,,5828.1,-109.9,-100.17,0,1.095,-0.042,-0.08,0,1.007,-0.07,-0.05,0,-0.0,-0.16,-0.150,0,[Fe/H],,,,,4.35,-0.0,-0.17,0,4.270,3.620,-2.500,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m29.25s,285.3718781,+41d59m37.93s,41.9938697,1304.2500000,41.5250000,-41.5250000,0.7380880,0.0242192,-0.0242192,15.3230000,0.1030000,-0.1030000,13.6620000,0.0420000,-0.0420000,15.1882000,0.0003500,-0.0003500,2016-05-06 09:17:08,2016-05,2016-05-10
Kepler-953 b,Kepler-953,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,88.40655258,0.00008306,-0.00008306,0,4.210,0.370,-0.330,0,0.376,0.033,-0.029,0,,,,,,,,,,,,,,0,0.03920,0.00024,-0.00098,0,,,,,Berger et al. 2020,,5378.5,-123.6,-45.57,0,2.818,-0.755,-0.07,0,1.367,-0.26,-0.03,0,-0.001,-0.15,-0.065,0,[Fe/H],,,,,3.63,-0.1,-0.07,0,8.710,3.260,-4.950,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m53.19s,288.9716297,+44d37m28.72s,44.6246451,258.8930000,,,,,,11.8710000,0.0800000,-0.0800000,10.2950000,0.0160000,-0.0160000,12.1425000,0.0019600,-0.0019600,2016-05-06 09:17:08,2016-05,2016-05-10
Kepler-953 c,Kepler-953,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.10967112,0.00002528,-0.00002528,0,1.190,0.110,-0.090,0,0.106,0.010,-0.008,0,,,,,,,,,,,,,,0,0.01065,0.00022,-0.00031,0,,,,,Berger et al. 2020,,5378.5,-123.6,-45.57,0,2.818,-0.755,-0.07,0,1.367,-0.26,-0.03,0,-0.001,-0.15,-0.065,0,[Fe/H],,,,,3.63,-0.1,-0.07,0,8.710,3.260,-4.950,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m53.19s,288.9716297,+44d37m28.72s,44.6246451,258.8930000,,,,,,11.8710000,0.0800000,-0.0800000,10.2950000,0.0160000,-0.0160000,12.1425000,0.0019600,-0.0019600,2016-05-06 09:17:09,2016-05,2016-05-10
Kepler-954 b,Kepler-954,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.78176602,0.00001593,-0.00001593,0,2.27,0.08,-0.110,0,0.203,0.007,-0.010,0,,,,,,,,,,,,,,0,0.02800,0.00016,-0.00108,0,,,,,Berger et al. 2020,,4735.8,-69.0,-69.80,0,0.749,-0.012,-0.02,0,0.782,-0.03,-0.03,0,0.137,-0.11,-0.101,0,[Fe/H],,,,,4.58,-0.0,-0.02,0,3.390,2.880,-1.660,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m26.26s,295.8594318,+47d56m22.56s,47.9396001,215.8140000,1.1415000,-1.1415000,4.6048500,0.0243255,-0.0243255,13.0950000,0.0690000,-0.0690000,10.8400000,0.0170000,-0.0170000,12.9432000,0.0004580,-0.0004580,2016-05-06 09:17:09,2016-05,2016-05-10
Kepler-955 b,Kepler-955,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.53244172,0.00001662,-0.00001662,0,2.69,0.13,-0.170,0,0.24,0.012,-0.015,0,,,,,,,,,,,,,,0,0.03402,0.00094,-0.00049,0,,,,,Berger et al. 2020,,5221.2,-89.2,-89.94,0,0.744,-0.016,-0.04,0,0.787,-0.04,-0.04,0,-0.254,-0.15,-0.163,0,[Fe/H],,,,,4.59,-0.0,-0.08,0,4.370,6.250,-2.690,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m53.16s,288.4714969,+40d16m11.34s,40.2698157,550.3830000,6.7150000,-6.7150000,1.7882900,0.0219993,-0.0219993,14.7340000,0.1030000,-0.1030000,12.8070000,0.0270000,-0.0270000,14.6273000,0.0006060,-0.0006060,2016-05-06 09:17:10,2016-05,2016-05-10
Kepler-956 b,Kepler-956,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.24867263,0.00000312,-0.00000312,0,2.80,0.33,-0.380,0,0.25,0.029,-0.034,0,,,,,,,,,,,,,,0,0.02411,0.00015,-0.00118,0,,,,,Berger et al. 2020,,5901.7,-95.5,-113.17,0,0.999,-0.019,-0.14,0,1.03,-0.05,-0.07,0,-0.027,-0.12,-0.175,0,[Fe/H],,,,,4.45,-0.0,-0.18,0,3.470,1.670,-1.720,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m07.40s,292.5308289,+49d03m41.96s,49.0616555,544.9390000,4.2590000,-4.2590000,1.8062200,0.0142345,-0.0142345,13.3870000,0.0690000,-0.0690000,11.9580000,0.0200000,-0.0200000,13.2889000,0.0002720,-0.0002720,2016-05-06 09:17:11,2016-05,2016-05-10
Kepler-957 b,Kepler-957,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.90741354,0.00000507,-0.00000507,0,6.07,2.44,-0.320,0,0.542,0.218,-0.029,0,,,,,,,,,,,,,,0,0.06683,0.00175,-0.00167,0,,,,,Berger et al. 2020,,4947.2,-80.1,-58.85,0,0.822,-0.023,-0.04,0,0.806,-0.03,-0.04,0,0.144,-0.12,-0.177,0,[Fe/H],,,,,4.51,-0.0,-0.04,0,2.750,6.280,-1.300,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m37.53s,290.1563633,+48d49m08.30s,48.8189710,824.6880000,20.2220000,-20.2220000,1.1843100,0.0294952,-0.0294952,15.8330000,0.1150000,-0.1150000,13.4530000,0.0400000,-0.0400000,15.6906000,0.0015860,-0.0015860,2016-05-06 09:17:12,2016-05,2016-05-10
Kepler-958 b,Kepler-958,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.76788050,0.00001110,-0.00001110,0,2.50,0.44,-0.080,0,0.223,0.039,-0.007,0,,,,,,,,,,,,,,0,0.02222,0.00057,-0.00034,0,,,,,Berger et al. 2020,,5418.6,-89.2,-54.04,0,0.836,-0.015,-0.03,0,0.889,-0.04,-0.03,0,-0.04,-0.11,-0.109,0,[Fe/H],,,,,4.54,-0.0,-0.04,0,4.370,3.200,-2.450,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m01.60s,287.2566578,+46d04m00.21s,46.0667247,449.7730000,2.8855000,-2.8855000,2.1944700,0.0141573,-0.0141573,13.9100000,0.1370000,-0.1370000,12.0410000,0.0160000,-0.0160000,13.7299000,0.0009240,-0.0009240,2016-05-06 09:17:12,2016-05,2016-05-10
Kepler-959 b,Kepler-959,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.80074836,0.00004706,-0.00004706,0,3.76,0.14,-0.870,0,0.335,0.012,-0.078,0,,,,,,,,,,,,,,0,0.02044,0.00052,-0.00030,0,,,,,Berger et al. 2020,,6805.7,-132.8,-159.47,0,1.656,-0.042,-0.40,0,1.42,-0.06,-0.17,0,0.011,-0.13,-0.154,0,[Fe/H],,,,,4.14,-0.0,-0.17,0,1.350,0.280,-0.190,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m41.08s,292.1711850,+40d48m40.99s,40.8113849,807.7290000,13.8650000,-13.8650000,1.2095400,0.0210849,-0.0210849,12.6060000,0.0800000,-0.0800000,11.5440000,0.0210000,-0.0210000,12.4660000,0.0001910,-0.0001910,2016-05-06 09:17:13,2016-05,2016-05-10
Kepler-96 b,Kepler-96,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,16.23850000,,,0,2.63,0.21,-0.220,0,0.235,0.019,-0.020,0,8.46000,3.40000,-3.40000,0,0.02700,0.01100,-0.01100,0,Mass,,,,,0,0.02397,,,0,2.100,0.800,-0.800,0,Berger et al. 2020,,5702.9,-90.1,-73.00,0,0.946,-0.016,-0.09,0,0.985,-0.05,-0.06,0,0.025,-0.11,-0.070,0,[Fe/H],,,,,4.47,-0.0,-0.08,0,2.340,,,0,1.5400,0.2500,-0.2500,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m16.76s,297.0698263,+40d31m30.73s,40.5252039,122.8810000,0.4025000,-0.4025000,8.1091200,0.0264446,-0.0264446,10.5680000,0.0060000,-0.0060000,8.8680000,0.0200000,-0.0200000,10.2971000,0.0003900,-0.0003900,2014-05-14,2014-02,2014-05-14
Kepler-960 b,Kepler-960,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.12686223,0.00000167,-0.00000167,0,2.290,0.070,-0.250,0,0.204,0.006,-0.022,0,,,,,,,,,,,,,,0,0.02858,0.00020,-0.00297,0,,,,,Berger et al. 2020,,4701.2,-76.9,-40.53,0,0.699,-0.012,-0.03,0,0.717,-0.03,-0.04,0,-0.085,-0.1,-0.163,0,[Fe/H],,,,,4.60,-0.0,-0.03,0,3.630,6.100,-1.990,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m49.73s,281.4572217,+46d44m47.59s,46.7465538,284.9160000,1.6000000,-1.6000000,3.4809800,0.0195601,-0.0195601,14.1270000,0.1030000,-0.1030000,11.6180000,0.0110000,-0.0110000,13.8413000,0.0003100,-0.0003100,2016-05-06 09:17:14,2016-05,2016-05-10
Kepler-961 b,Kepler-961,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.87727414,0.00002872,-0.00002872,0,2.48,0.09,-0.080,0,0.221,0.008,-0.007,0,,,,,,,,,,,,,,0,0.02622,0.00054,-0.00026,0,,,,,Berger et al. 2020,,5627.6,-86.8,-55.83,0,0.85,-0.017,-0.03,0,0.914,-0.03,-0.03,0,-0.133,-0.10,-0.106,0,[Fe/H],,,,,4.53,-0.0,-0.03,0,2.820,2.140,-1.320,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m08.52s,282.0354942,+43d37m52.50s,43.6312491,574.3140000,5.7590000,-5.7590000,1.7124400,0.0173268,-0.0173268,14.2040000,0.1140000,-0.1140000,12.4820000,0.0280000,-0.0280000,14.0430000,0.0004170,-0.0004170,2016-05-06 09:17:14,2016-05,2016-05-10
