hostname,default_flag,sy_snum,sy_pnum,discoverymethod,rv_flag,soltype,pl_controv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.19,0.02,-0.02,0,,,,,,5.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2018-09-25,2018-08-16,2018-09-25
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3446.00,36.90,-32.11,0,0.38,0.03,-0.03,0,0.40,0.04,-0.04,0,0.100,0.088,-0.095,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2016-05-06,2016-05,2016-05-10
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3485.00,92.00,-112.00,0,0.46,0.05,-0.07,0,0.47,0.06,-0.07,0,0.300,0.100,-0.200,0,[Fe/H],4.79,0.07,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2014-11-18,2014-12-04,2014-11-18
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.19,0.02,-0.02,0,,,,,,5.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2016-07-26,2016-07,2016-07-28
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.19,0.02,-0.02,0,,,,,,5.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2018-09-25,2018-08-16,2018-09-25
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3446.00,36.90,-32.11,0,0.38,0.03,-0.03,0,0.40,0.04,-0.04,0,0.100,0.088,-0.095,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2016-05-06,2016-05,2016-05-10
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,3359.00,67.00,-67.00,0,0.22,0.01,-0.01,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2018-09-04,2018-10,2018-09-06
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3485.00,92.00,-112.00,0,0.46,0.05,-0.07,0,0.47,0.06,-0.07,0,0.300,0.100,-0.200,0,[Fe/H],4.79,0.07,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2014-11-21,2014-12-18,2014-11-21
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3485.00,92.00,-112.00,0,0.46,0.05,-0.07,0,0.47,0.06,-0.07,0,0.300,0.100,-0.200,0,[Fe/H],4.79,0.07,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2015-08-25,2015-09-24,2015-08-25
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3464.00,69.00,-55.00,0,0.33,0.04,-0.04,0,0.33,0.05,-0.04,0,-0.140,0.150,-0.150,0,[Fe/H],4.92,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-446,1,1,3,Transit,1,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3359.00,60.00,-60.00,0,0.24,0.04,-0.04,0,0.22,0.05,-0.05,0,-0.300,0.120,-0.120,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2015-01-14,2015-03,2015-01-14
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.19,0.02,-0.02,0,,,,,,5.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2019-04-16,2019-03,2019-04-18
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3485.00,92.00,-112.00,0,0.46,0.05,-0.07,0,0.47,0.06,-0.07,0,0.300,0.100,-0.200,0,[Fe/H],4.79,0.07,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2015-08-25,2015-09-24,2015-08-25
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.19,0.02,-0.02,0,,,,,,5.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2019-04-16,2019-03,2019-04-18
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,3553.00,200.00,-200.00,0,0.92,0.30,-0.30,0,0.56,0.30,-0.30,0,,,,0,,4.25,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2013-10-28,2014-01-08,2013-10-28
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.19,0.02,-0.02,0,,,,,,5.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2018-09-25,2018-08-16,2018-09-25
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,3359.00,67.00,-67.00,0,0.22,0.01,-0.01,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2018-09-04,2018-10,2018-09-06
Kepler-446,1,1,3,Transit,1,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3359.00,60.00,-60.00,0,0.24,0.04,-0.04,0,0.22,0.05,-0.05,0,-0.300,0.120,-0.120,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2015-01-14,2015-03,2015-01-14
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,3359.00,58.00,-58.00,0,0.29,0.05,-0.05,0,0.27,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2016-02-10,2013-12,2016-02-11
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3485.00,92.00,-112.00,0,0.46,0.05,-0.07,0,0.47,0.06,-0.07,0,0.300,0.100,-0.200,0,[Fe/H],4.79,0.07,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2014-11-21,2014-12-18,2014-11-21
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3485.00,92.00,-112.00,0,0.46,0.05,-0.07,0,0.47,0.06,-0.07,0,0.300,0.100,-0.200,0,[Fe/H],4.79,0.07,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2014-11-18,2014-12-04,2014-11-18
Kepler-446,0,1,3,Transit,1,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3464.00,69.00,-55.00,0,0.33,0.04,-0.04,0,0.33,0.05,-0.04,0,-0.140,0.150,-0.150,0,[Fe/H],4.92,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3446.00,36.90,-32.11,0,0.38,0.03,-0.03,0,0.40,0.04,-0.04,0,0.100,0.088,-0.095,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2016-05-06,2016-05,2016-05-10
Kepler-446,0,1,3,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.19,0.02,-0.02,0,,,,,,5.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,17.5041000,0.0472000,-0.0472000,12.8270000,0.0240000,-0.0240000,16.3101000,0.0007800,-0.0007800,2016-07-26,2016-07,2016-07-28
Kepler-47,1,2,3,Transit,1,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,,,,,,0.94,0.01,-0.01,0,0.96,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,15.3100000,0.1150000,-0.1150000,13.5350000,0.0410000,-0.0410000,15.1626000,0.0006900,-0.0006900,2019-04-22,2019-05,2019-04-25
Kepler-47,0,2,3,Transit,1,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337.1511O/abstract target=ref> Orosz et al. 2012 </a>,,5636.00,100.00,-100.00,0,0.96,0.02,-0.02,0,1.05,0.05,-0.06,0,-0.250,0.080,-0.080,0,[m/H],4.49,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,15.3100000,0.1150000,-0.1150000,13.5350000,0.0410000,-0.0410000,15.1626000,0.0006900,-0.0006900,2019-04-22,2012-09,2014-05-14
Kepler-47,0,2,3,Transit,1,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337.1511O/abstract target=ref> Orosz et al. 2012 </a>,,5636.00,100.00,-100.00,0,0.96,0.02,-0.02,0,1.05,0.05,-0.06,0,-0.250,0.080,-0.080,0,[m/H],4.49,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,15.3100000,0.1150000,-0.1150000,13.5350000,0.0410000,-0.0410000,15.1626000,0.0006900,-0.0006900,2019-04-22,2012-09,2014-05-14
Kepler-47,1,2,3,Transit,1,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,,,,,,0.94,0.01,-0.01,0,0.96,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,15.3100000,0.1150000,-0.1150000,13.5350000,0.0410000,-0.0410000,15.1626000,0.0006900,-0.0006900,2019-04-22,2019-05,2019-04-25
Kepler-48,1,1,4,Transit,1,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5194.00,73.00,-73.00,0,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,0.170,0.070,-0.070,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2016-10-26,2014-02,2016-10-27
Kepler-48,0,1,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5160.00,111.03,-162.97,0,0.90,0.08,-0.05,0,0.87,0.13,-0.09,0,0.200,0.100,-0.100,0,[M/H],4.47,0.08,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2019-04-16,2019-03,2019-04-18
Kepler-48,0,1,4,Transit,1,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.85,,,0,0.96,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2016-10-26,2014-05,2014-05-28
Kepler-48,0,1,4,Transit,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5160.00,111.03,-162.97,0,0.90,0.08,-0.05,0,0.87,0.13,-0.09,0,0.200,0.100,-0.100,0,[M/H],4.47,0.08,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2018-09-25,2018-08-16,2018-09-25
Kepler-48,0,1,4,Transit,1,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5296.00,108.00,-96.00,0,0.85,0.10,-0.03,0,0.95,0.03,-0.07,0,0.300,0.120,-0.140,0,[Fe/H],4.56,0.01,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2014-11-18,2014-12-04,2014-11-18
Kepler-48,0,1,4,Transit,1,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5296.00,108.00,-96.00,0,0.85,0.10,-0.03,0,0.95,0.03,-0.07,0,0.300,0.120,-0.140,0,[Fe/H],4.56,0.01,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2014-11-21,2014-12-18,2014-11-21
Kepler-48,0,1,4,Transit,1,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5192.00,103.00,-103.00,0,0.87,0.07,-0.07,0,0.86,0.05,-0.04,0,0.180,0.150,-0.150,0,[Fe/H],4.49,0.07,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-48,0,1,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5160.00,111.03,-162.97,0,0.90,0.08,-0.05,0,0.87,0.13,-0.09,0,0.200,0.100,-0.100,0,[M/H],4.47,0.08,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2016-10-26,2016-05,2016-05-10
Kepler-48,0,1,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5160.00,111.03,-162.97,0,0.90,0.08,-0.05,0,0.87,0.13,-0.09,0,0.200,0.100,-0.100,0,[M/H],4.47,0.08,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.9489390,13.1740000,0.1030000,-0.1030000,11.2210000,0.0230000,-0.0230000,13.0772000,0.0002630,-0.0002630,2016-10-26,2016-07,2016-07-28
